Hour,Wind,Solar,,
393,0.219059448,0.013189053,,
394,0.160795742,0.414922196,,
395,0.08393909,0.628064778,,
396,0.098928724,0.648060945,,
397,0.092672406,0.650235738,,
398,0.067329426,0.663440997,,
399,0.041897454,0.693816093,,
400,0.031797842,0.742057337,,
401,0.033847048,0.706695647,,
402,0.042317145,0.36403606,,
403,0.056753339,0.011377445,,
404,0.102427427,3.98E-07,,
405,0.177557879,3.98E-07,,
406,0.259293626,3.98E-07,,
407,0.338340335,3.98E-07,,
408,0.41789876,3.98E-07,,
409,0.522135898,3.98E-07,,
410,0.592241911,3.98E-07,,
411,0.631786339,3.98E-07,,
412,0.641022163,3.98E-07,,
413,0.656253639,3.98E-07,,
414,0.659806207,3.98E-07,,
415,0.644855317,3.98E-07,,
416,0.613437794,3.98E-07,,
417,0.637888278,0.02011393,,
418,0.605800221,0.317293771,,
419,0.523194716,0.634044588,,
420,0.542395593,0.674487054,,
421,0.528414584,0.648427092,,
422,0.485305792,0.662186181,,
423,0.438729103,0.677326256,,
424,0.418096902,0.697695452,,
425,0.414537244,0.692722494,,
426,0.444979523,0.39899749,,
427,0.531300257,0.008513109,,
428,0.627709742,1.08E-05,,
429,0.664618779,1.08E-05,,
430,0.660925227,1.08E-05,,
431,0.662730028,1.08E-05,,
432,0.638569729,1.08E-05,,
433,0.623567892,1.08E-05,,
434,0.603129066,1.08E-05,,
435,0.591452667,1.08E-05,,
436,0.574510881,1.08E-05,,
437,0.574467589,1.08E-05,,
438,0.571067674,1.08E-05,,
439,0.609609094,1.08E-05,,
440,0.591374678,1.08E-05,,
441,0.574388595,0.003628239,,
442,0.563265903,0.094514548,,
443,0.613337468,0.157003301,,
444,0.63417741,0.144955799,,
445,0.647226248,0.182363255,,
446,0.653425689,0.219621336,,
447,0.622010613,0.176438023,,
448,0.626431229,0.145979887,,
449,0.607654526,0.108179956,,
450,0.545838926,0.038806698,,
451,0.47945564,0.000185239,,
452,0.402381866,4.66E-06,,
453,0.349599964,4.66E-06,,
454,0.289282351,4.66E-06,,
455,0.233464772,4.66E-06,,
456,0.199346589,4.66E-06,,
457,0.146618708,4.66E-06,,
458,0.111359057,4.66E-06,,
459,0.104134059,4.66E-06,,
460,0.103982629,4.66E-06,,
461,0.089835554,4.66E-06,,
462,0.103826901,4.66E-06,,
463,0.111639212,4.66E-06,,
464,0.117525081,4.66E-06,,
465,0.13329515,0.002003752,,
466,0.120149728,0.048904108,,
467,0.136671144,0.076285959,,
468,0.161744242,0.149023,,
469,0.180636503,0.262702895,,
470,0.186220264,0.25158872,,
471,0.191512254,0.305744544,,
472,0.190431005,0.191469292,,
473,0.175026656,0.11813783,,
474,0.168651378,0.074570942,,
475,0.195941169,0.004335685,,
476,0.276472847,0.000258159,,
477,0.364899265,0.000258159,,
478,0.395514934,0.000258159,,
479,0.404131077,0.000258159,,
480,0.418920843,0.000258159,,
481,0.414602195,0.000258159,,
482,0.43421339,0.000258159,,
483,0.436602231,0.000258159,,
484,0.419315901,0.000258159,,
485,0.440632727,0.000258159,,
486,0.424649809,0.000258159,,
487,0.405257747,0.000258159,,
488,0.363734991,0.000258159,,
489,0.291420396,0.001166049,,
490,0.256552719,0.032256345,,
491,0.215703772,0.076949168,,
492,0.16338838,0.139103667,,
493,0.121337206,0.175471168,,
494,0.094303572,0.242589926,,
495,0.078599327,0.249136183,,
496,0.085917864,0.386060756,,
497,0.11199935,0.392694524,,
498,0.120011333,0.17005567,,
499,0.119009048,0.003045486,,
500,0.138649709,2.59E-06,,
501,0.167120651,2.59E-06,,
502,0.182026188,2.59E-06,,
503,0.188178759,2.59E-06,,
504,0.228964167,2.59E-06,,
505,0.259881699,2.52E-06,,
506,0.281766689,2.52E-06,,
507,0.221744316,2.52E-06,,
508,0.205035755,2.52E-06,,
509,0.18774074,2.52E-06,,
510,0.195113305,2.52E-06,,
511,0.204146392,2.52E-06,,
512,0.198528799,2.52E-06,,
513,0.203792707,0.007421211,,
514,0.157289728,0.389219157,,
515,0.104976398,0.566149053,,
516,0.078200089,0.568005414,,
517,0.054996663,0.557353628,,
518,0.036206738,0.551390383,,
519,0.031805741,0.585195327,,
520,0.031549014,0.593519577,,
521,0.031803614,0.586371326,,
522,0.040156844,0.389440449,,
523,0.062059949,0.015429431,,
524,0.100900264,5.28E-06,,
525,0.126999846,5.28E-06,,
526,0.13283272,5.28E-06,,
527,0.133738614,5.28E-06,,
528,0.12943743,5.28E-06,,
529,0.121714106,5.28E-06,,
530,0.117099242,5.28E-06,,
531,0.1188463,5.28E-06,,
532,0.120562679,5.28E-06,,
533,0.116780838,5.28E-06,,
534,0.125773702,5.28E-06,,
535,0.142491548,5.28E-06,,
536,0.161345409,5.28E-06,,
537,0.151616426,0.001362314,,
538,0.171749898,0.077121995,,
539,0.179148895,0.153356888,,
540,0.191818524,0.294676578,,
541,0.202691853,0.442007863,,
542,0.218327453,0.475369768,,
543,0.228765642,0.458784402,,
544,0.234211295,0.484893442,,
545,0.232637663,0.439235262,,
546,0.233362714,0.24787289,,
547,0.263787933,0.006727544,,
548,0.323066637,1.04E-05,,
549,0.368088942,1.04E-05,,
550,0.421207075,1.04E-05,,
551,0.444799173,1.04E-05,,
552,0.449442149,1.04E-05,,
553,0.444778004,1.04E-05,,
554,0.433081171,1.04E-05,,
555,0.388684981,1.04E-05,,
556,0.379249225,1.04E-05,,
557,0.343185244,1.04E-05,,
558,0.336472338,1.04E-05,,
559,0.309889752,1.04E-05,,
560,0.303068322,1.04E-05,,
561,0.245532559,0.001541091,,
562,0.242045198,0.095378406,,
563,0.235688467,0.17721459,,
564,0.281406591,0.368993083,,
565,0.320942134,0.395210497,,
566,0.327667523,0.420542163,,
567,0.332562788,0.471337544,,
568,0.348788221,0.399330851,,
569,0.374025181,0.389455943,,
570,0.377633129,0.101143631,,
571,0.413542542,0.006852053,,
572,0.46708537,8.12E-07,,
573,0.485588535,8.12E-07,,
574,0.464173085,8.12E-07,,
575,0.416697964,8.12E-07,,
576,0.420017106,8.12E-07,,
577,0.47327919,8.12E-07,,
578,0.528252602,8.12E-07,,
579,0.485355018,8.12E-07,,
580,0.485700733,8.12E-07,,
581,0.488406616,8.12E-07,,
582,0.534145474,8.12E-07,,
583,0.557096763,8.12E-07,,
584,0.566505746,8.12E-07,,
585,0.548514943,0.015920384,,
586,0.512650452,0.472706409,,
587,0.505225601,0.54473471,,
588,0.546218375,0.460151532,,
589,0.536656226,0.398719776,,
590,0.532491896,0.374917201,,
591,0.517003905,0.386572943,,
592,0.523625036,0.272887512,,
593,0.539863886,0.290198607,,
594,0.555792667,0.16161534,,
595,0.459806432,0.024242012,,
596,0.432655884,3.01E-06,,
597,0.405804198,3.01E-06,,
598,0.39694786,3.01E-06,,
599,0.362142928,3.01E-06,,
600,0.281218651,3.01E-06,,
601,0.263524935,3.01E-06,,
602,0.24757321,3.01E-06,,
603,0.283552109,3.01E-06,,
604,0.32826285,3.01E-06,,
605,0.308080797,3.01E-06,,
606,0.266187514,3.01E-06,,
607,0.279767427,3.01E-06,,
608,0.31051481,3.01E-06,,
609,0.290162623,0.021579119,,
610,0.206655353,0.448769968,,
611,0.172937034,0.698652711,,
612,0.146495722,0.72351382,,
613,0.10699216,0.702975599,,
614,0.0899472,0.68923927,,
615,0.075175676,0.686285288,,
616,0.073807667,0.715130736,,
617,0.091911252,0.67983686,,
618,0.180273441,0.420989293,,
619,0.272025128,0.017320963,,
620,0.333142456,4.45E-06,,
621,0.306242329,4.45E-06,,
622,0.256106341,4.45E-06,,
623,0.200195421,4.45E-06,,
624,0.181549659,4.45E-06,,
625,0.180276647,4.45E-06,,
626,0.213842671,4.45E-06,,
627,0.217197926,4.45E-06,,
628,0.309185964,4.45E-06,,
629,0.428283565,4.45E-06,,
630,0.497921291,4.45E-06,,
631,0.510337167,4.45E-06,,
632,0.523495529,4.45E-06,,
633,0.508058812,0.027003359,,
634,0.443520511,0.516424562,,
635,0.445382452,0.721531443,,
636,0.444515722,0.745065128,,
637,0.388496574,0.74755033,,
638,0.30217211,0.759146287,,
639,0.233379167,0.775126033,,
640,0.198665638,0.797253792,,
641,0.161355978,0.780472006,,
642,0.150489981,0.465886874,,
643,0.134245294,0.027673383,,
644,0.16987812,1.39E-05,,
645,0.253980125,1.39E-05,,
646,0.282444265,1.39E-05,,
647,0.297672059,1.39E-05,,
648,0.313254658,1.39E-05,,
649,0.341597042,1.39E-05,,
650,0.364959733,1.39E-05,,
651,0.388120786,1.39E-05,,
652,0.404995434,1.39E-05,,
653,0.389310599,1.39E-05,,
654,0.380285996,1.39E-05,,
655,0.39234137,1.39E-05,,
656,0.390490419,1.39E-05,,
657,0.368858325,0.027804155,,
658,0.305484372,0.197951132,,
659,0.23788532,0.341289981,,
660,0.225232362,0.593949353,,
661,0.21462983,0.6446759,,
662,0.207402399,0.614457827,,
663,0.244318899,0.660342423,,
664,0.288232722,0.563186684,,
665,0.316200907,0.403951343,,
666,0.31718905,0.143544864,,
667,0.335738228,0.007598779,,
668,0.376567344,4.27E-06,,
669,0.433861231,4.27E-06,,
670,0.461031455,4.27E-06,,
671,0.47963698,4.27E-06,,
672,0.515861879,4.27E-06,,
673,0.517996905,4.27E-06,,
674,0.533437918,4.27E-06,,
675,0.553784501,4.27E-06,,
676,0.565972962,4.27E-06,,
677,0.580457742,4.27E-06,,
678,0.571705259,4.27E-06,,
679,0.576795562,4.27E-06,,
680,0.566465524,4.27E-06,,
681,0.567464844,0.029694593,,
682,0.508047605,0.284775847,,
683,0.487886161,0.450682933,,
684,0.523482578,0.482261318,,
685,0.496028032,0.539998159,,
686,0.492223862,0.506408888,,
687,0.49695385,0.500124446,,
688,0.516886571,0.400379759,,
689,0.487806713,0.254465699,,
690,0.498275722,0.120803314,,
691,0.473257865,0.005004544,,
692,0.491768066,3.44E-06,,
693,0.560306976,1.75E-06,,
694,0.621054338,1.75E-06,,
695,0.621301521,1.75E-06,,
696,0.66913867,1.75E-06,,
697,0.640047387,3.44E-06,,
698,0.626033751,1.75E-06,,
699,0.620971964,3.44E-06,,
700,0.620021894,1.75E-06,,
701,0.610776413,1.75E-06,,
702,0.610872423,1.75E-06,,
703,0.625707493,1.75E-06,,
704,0.667618832,6.83E-06,,
705,0.697751089,0.01591595,,
706,0.663752057,0.398615947,,
707,0.677798444,0.292734443,,
708,0.669764288,0.334524798,,
709,0.662824278,0.369668198,,
710,0.652161506,0.377948363,,
711,0.626766959,0.281439582,,
712,0.611482599,0.268048702,,
713,0.612053986,0.221599781,,
714,0.546853146,0.268466042,,
715,0.452548134,0.038972362,,
716,0.43218116,4.65E-06,,
717,0.420560786,4.65E-06,,
718,0.424062981,4.65E-06,,
719,0.385669402,4.65E-06,,
720,0.378015392,4.65E-06,,
721,0.363709373,4.65E-06,,
722,0.367471205,4.65E-06,,
723,0.431679279,4.65E-06,,
724,0.443719487,4.65E-06,,
725,0.454392295,4.65E-06,,
726,0.498023707,4.65E-06,,
727,0.498159978,4.65E-06,,
728,0.509171751,4.65E-06,,
729,0.519586169,0.034863097,,
730,0.453831603,0.534548687,,
731,0.518164504,0.72959771,,
732,0.529468224,0.755828222,,
733,0.490670739,0.732418983,,
734,0.441170094,0.723716355,,
735,0.422888818,0.743319413,,
736,0.413416724,0.803809767,,
737,0.376756712,0.803855711,,
738,0.329576674,0.562933826,,
739,0.236033381,0.046146018,,
740,0.23904386,5.11E-06,,
741,0.263738922,5.11E-06,,
742,0.246649778,5.11E-06,,
743,0.217174495,5.11E-06,,
744,0.214441796,5.11E-06,,
745,0.223235342,5.11E-06,,
746,0.216539636,5.11E-06,,
747,0.20777772,5.11E-06,,
748,0.203512727,5.11E-06,,
749,0.210121047,5.11E-06,,
750,0.201703865,5.11E-06,,
751,0.182357722,5.11E-06,,
752,0.170460278,5.11E-06,,
753,0.148717885,0.055332175,,
754,0.136369082,0.593520816,,
755,0.118384318,0.786841395,,
756,0.112551747,0.794202964,,
757,0.100921122,0.758672219,,
758,0.095480979,0.75369289,,
759,0.103920186,0.770889744,,
760,0.116234667,0.719679627,,
761,0.13133097,0.71752595,,
762,0.129498573,0.444317552,,
763,0.145585081,0.050100097,,
764,0.176518972,1.03E-06,,
765,0.239408831,1.03E-06,,
766,0.305113191,1.03E-06,,
767,0.354593645,1.03E-06,,
768,0.422400655,1.03E-06,,
769,0.454312821,1.03E-06,,
770,0.426637147,1.03E-06,,
771,0.421484331,1.03E-06,,
772,0.449915005,1.03E-06,,
773,0.46427006,1.03E-06,,
774,0.458155282,1.03E-06,,
775,0.453414865,1.03E-06,,
776,0.478675672,1.03E-06,,
777,0.490112558,0.028239662,,
778,0.437725143,0.295820349,,
779,0.395767791,0.531507651,,
780,0.422787836,0.610970529,,
781,0.410527461,0.706835491,,
782,0.369408013,0.670483576,,
783,0.327392321,0.66921949,,
784,0.268169778,0.725844498,,
785,0.22486154,0.657514375,,
786,0.195233099,0.382759532,,
787,0.210702255,0.036654034,,
788,0.343198755,8.64E-06,,
789,0.461069342,8.64E-06,,
790,0.505625516,8.64E-06,,
791,0.528846776,8.64E-06,,
792,0.524041761,8.64E-06,,
793,0.518779924,8.64E-06,,
794,0.500746875,8.64E-06,,
795,0.471694164,8.64E-06,,
796,0.439505301,8.64E-06,,
797,0.43206613,8.64E-06,,
798,0.405029491,8.64E-06,,
799,0.380838081,8.64E-06,,
800,0.398461596,8.64E-06,,
801,0.406919139,0.040156255,,
802,0.356134403,0.541742469,,
803,0.286321936,0.722272831,,
804,0.29457862,0.739156669,,
805,0.286493066,0.699468138,,
806,0.312583806,0.683269785,,
807,0.379222546,0.682019871,,
808,0.457868157,0.708209769,,
809,0.505666173,0.650147559,,
810,0.54995415,0.403717821,,
811,0.567883437,0.036110225,,
812,0.660055509,1.06E-05,,
813,0.707459494,1.06E-05,,
814,0.712410578,1.06E-05,,
815,0.694561796,1.06E-05,,
816,0.655003808,1.06E-05,,
817,0.605058126,1.06E-05,,
818,0.591252075,1.06E-05,,
819,0.574561819,1.06E-05,,
820,0.562768789,1.06E-05,,
821,0.565359735,1.06E-05,,
822,0.583660234,1.06E-05,,
823,0.624196871,1.06E-05,,
824,0.606184524,1.06E-05,,
825,0.566593599,0.028694102,,
826,0.610356077,0.238249953,,
827,0.622915376,0.375009792,,
828,0.622945511,0.357932426,,
829,0.57114757,0.565744645,,
830,0.534125363,0.657692822,,
831,0.42536303,0.659623966,,
832,0.353529074,0.686794682,,
833,0.282035789,0.615289946,,
834,0.23352701,0.435843488,,
835,0.227911301,0.058747051,,
836,0.26787266,3.85E-06,,
837,0.310071747,3.85E-06,,
838,0.338881601,3.85E-06,,
839,0.359142822,3.85E-06,,
840,0.361548754,3.85E-06,,
841,0.369211791,3.85E-06,,
842,0.343538991,3.85E-06,,
843,0.306371494,3.85E-06,,
844,0.25319499,3.85E-06,,
845,0.244155163,3.85E-06,,
